Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
192212,5/30/2019,Trash Collection Complaint,"This is my third complaint to file about this matter in the past 6 months. The trash men simply reach in my garbage can and pick up the top bag by hand and throw it in the garbage truck. I have more trash in my trash can besides just the top bag. I expect my trashcan to be dumped over by the truck and completely emptied every week. I plan to leave my trash can out on the road and expect that my trash be emptied correctly tomorrow. With the temperatures we have had, the trash smells and not emptying the trash every week is unsanitary. They do the right thing with my neighbors trash. Why not mine? They also leave the top open which is unsanitary and inconsiderate as well. Please help.",1716 Allison Pl,37203,METRO,9406,17,1741454.095,656680.0004
192258,5/30/2019,Trash - Backdoor,1 cart,"405 Hill Rd, Nashville, TN 37220, United States",37220,RED RIVER,2402,4,1747558.391,623995.4792
192280,5/30/2019,Trash - Curbside/Alley Missed Pickup,"My trash was out early this morning.  I just returned home and the cart is full.  In addition, when I looked in the cart it was full of trash that did not belong to me.","601 OLD HICKORY BLVD, 9, 37027",37027,RED RIVER,3407,4,1743572.567,621827.9812
192279,5/30/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"141 Colemont Dr, Nashville, TN 37013, United States",37013,RED RIVER,3404,30,1763157.798,629564.8008
192281,5/30/2019,Trash - Curbside/Alley Missed Pickup,Corner of Delaware Ave all the way to Anderson {no trash/pickup} last Thursday. Curb,"500 Dupont Ave, Nashville, TN 37115, United States",37115,RED RIVER,3414,9,1761090.6,704229.5996
192294,5/30/2019,Trash - Curbside/Alley Missed Pickup,Entire street not serviced,"1046 Granbery Park Dr, Nashville, TN 37027, United States",37027,RED RIVER,2401,4,1744832.553,624011.2815
192297,5/30/2019,Trash - Curbside/Alley Missed Pickup,my trash was not p/u today nor was any house on our dead end side of Wessex Dr,"5205 Wessex Dr, Nashville, TN 37211, United States",37211,RED RIVER,3403,27,1759217.798,627625.602
192301,5/30/2019,Trash - Curbside/Alley Missed Pickup,Trash pickup drove right past my curbside trash can at 4018 Shufeld Court and my neighbors curbside trash can at 4020 Shufeld Court. Trash pickup continued up the street and did not return. We will leave our trash cans out and call at 7AM tomorrow to report.,"4018 Shufeld Ct, Nashville, TN 37013, United States",37013,RED RIVER,3404,30,1763624.2,629654.4009
192302,5/30/2019,Trash - Curbside/Alley Missed Pickup,Trash pickup drove right past my trash can at 4020 Shufeld court and my neighbors trash can at 4018 Shufeld Court without stopping.,"4020 Shufeld Ct, Nashville, TN 37013, United States",37013,,,30,1763613,629732.0019
192303,5/30/2019,Trash Collection Complaint,I watched our trash guy only dump 1 of our 2 trashcans and he left a large cardboard box full of trash on the sidewalk as well. Now both of our trashcans are full until the next trash pickup day.,"1408 Stratford Ave, Nashville, TN 37216, United States",37216,RED RIVER,2205,7,1755920.2,684606.3998
192313,5/30/2019,Trash - Curbside/Alley Missed Pickup,Cart was placed out by street after 7pm the previous night. Today my neighbors on my side of the street and I did not get our trash bins emptied.,"3609 Donna Kay Dr, Nashville, Tennessee, 37211",37211,RED RIVER,1403,26,1758741.895,640736.418
192397,5/31/2019,Trash Collection Complaint,2 weeks in a row/no trash/pickup. Curb <what's going on?> Wednesday,"3604 Woodmont Ln, Nashville, TN 37215, United States",37215,RED RIVER,2303,25,1720712.402,649415.5004
192415,5/31/2019,Trash - Backdoor,1 cart,"5192 Regent Dr, Nashville, TN 37220, United States",37220,RED RIVER,2403,26,1740955.44,629006.6901
192428,5/31/2019,Trash - Curbside/Alley Missed Pickup,Neither of my trash cans were picked up yesterday.,"109 Tusculum Rd, Nashville, TN 37013, United States",37013,RED RIVER,4404,31,1766281.112,626406.402
192633,5/31/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"3908 Eckhart Dr, Nashville, TN 37211, United States",37211,RED RIVER,1403,26,1758636.233,640461.8257
192658,5/31/2019,Trash - Curbside/Alley Missed Pickup,only got one side of the street,"225 Old Tusculum Rd, Nashville, TN 37013, United States",37013,RED RIVER,4404,30,1762672.488,626927.9492
192659,5/31/2019,Trash Collection Complaint,"Complaint, driver handles cart rough and slams cart down.  Now cart is damage.","1514 Riverside Dr, Nashville, TN 37206, United States",37206,METRO,9505,7,1754754.575,678081.7832
192785,5/31/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"736 Douglas Ave, Nashville, TN 37207, United States",37207,METRO,9203,5,1745419.451,677948.0983
192855,5/31/2019,Trash - Backdoor,We have two carts that are full.,"165 Little Green St, Nashville, TN 37210, United States",37210,WASTE IND,4507,19,1746786.272,662805.355
192896,5/31/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"2409 Brasher Ave, Nashville, TN 37206, United States",37206,METRO,9503,5,1747478.398,678675.9984
192942,5/31/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"2200 Albion St, Nashville, TN 37208, United States",37208,METRO,9303,21,1729361.607,668025.0399
192967,5/31/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"6456 Paddington Way, Nashville, TN 37013, United States",37013,RED RIVER,3503,33,1796864.516,633781.5779
192970,5/31/2019,Trash - Curbside/Alley Missed Pickup,trash guy just drove past the house and did not stop,"501 Castlegate Dr, Nashville, TN 37217, United States",37217,RED RIVER,2505,29,1786519.399,639568.0009
192972,5/31/2019,Trash - Curbside/Alley Missed Pickup,driver rode past house,"505 Castlegate Dr, Nashville, Tennessee, 37217",37217,RED RIVER,3505,29,1786619.54,639441.1783
192973,5/31/2019,Trash Collection Complaint,CALLER SAYS CART IS CONSISTENTLY THROWN INTO A DITCH AFTER COLLECTION AND TODAY THEY DID THE SAME AND BROKE THE LID OFF CART.,"304 Sarver Ave, Nashville, TN 37115, United States",37115,RED RIVER,3512,9,1760230.198,707425.3989
192992,5/31/2019,Trash - Curbside/Alley Missed Pickup,Three cans for neighbors also,"324 Anderson Ln, Nashville, TN 37115, United States",37115,RED RIVER,3512,9,1760722.903,706824.363
192993,5/31/2019,Trash - Curbside/Alley Missed Pickup,237 mcgavock pike Nashville 37214,"237 McGavock Pike, Nashville, Tennessee, 37214",37214,RED RIVER,2503,15,1767697.8,667579.202
193012,6/1/2019,Trash - Curbside/Alley Missed Pickup,Trash is collected in back alley.,"1108 Chapel Ave, Nashville, TN 37206, United States",37206,WASTE IND,2506,6,1750606.334,676161.9822
193025,6/1/2019,Trash - Curbside/Alley Missed Pickup,No one picked up trash on the culdesac on Pleasant Green dr in Donelson on Friday as scheduled,"2633 Western Hills Dr, Nashville, TN 37214, United States",37214,,,15,1766716.579,685363.8684
193114,6/2/2019,Trash Collection Complaint,"The dumpster in the alley between 3rd and 2nd is damage, and has a hole in the bottom. This causes trash to get into the alley, as well as ""garbage juice.""","1208 3rd Ave S, Nashville, TN 37210, United States",37210,,,17,1742580.285,660287.13
193182,6/2/2019,Trash - Curbside/Alley Missed Pickup,I watched a small garbage truck pick up a few bins but drove off without finishing the culdesac. My neighbors and I have full trash cans still on the street waiting to be serviced.,"924 Kalvesta Ct, Nashville, TN 37013, United States",37013,RED RIVER,3502,33,1791549.8,635408.8017
193203,6/2/2019,Trash - Curbside/Alley Missed Pickup,Entire alley hasn?t had trash picked up for two weeks.,"219 Chapel Ave, Nashville, TN 37206, United States",37206,WASTE IND,2506,6,1750983.151,674970.8411
193288,6/3/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"1537 Mt Mitchell Ct, Nashville, TN 37013, United States",37013,RED RIVER,4502,28,1773285.328,638395.6579
193412,6/3/2019,Trash - Curbside/Alley Missed Pickup,the entire street,"1540 Mt Mitchell Ct, Nashville, TN 37013, United States",37013,RED RIVER,4502,28,1773275.474,638339.3009
193414,6/3/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"623 Cornelia Ct, Nashville, Tennessee, 37217",,RED RIVER,1401,15,1755250.938,658338.2116
193511,6/3/2019,Trash - Backdoor,BACK YARD PICKUP,"2315 Revere Pl, Nashville, TN 37214, United States",37214,RED RIVER,1503,15,1765751.022,669607.0155
193928,6/4/2019,Trash Collection Complaint,Caller states that the trash truck will only back so far down the alley and he is not picking up her trash. She watched him this morning. This is the 3rd week in  row he is not picking up all the alley.,"1713 24th Ave N, Nashville, TN 37208, United States",37208,METRO,9201,21,1727825.953,672238.0416
194449,6/4/2019,Trash Collection Complaint,"trash juice or hydraulic fluid leak  thru out the neighborhood 
did not wash off with rain. Caller wants a empty truck to come get there trash every week there are sick of the truck juice.",505 almadale ct,37027,,,4,1745146.618,620351.0321
194501,6/4/2019,Trash - Curbside/Alley Missed Pickup,had out at 5:30 am,"3415 Hydes Ferry Rd, Nashville, TN 37218, United States",37218,RED RIVER,4202,2,1720725.802,677625.5984
194508,6/4/2019,Trash - Curbside/Alley Missed Pickup,Out early this morning-on the curb,"1722 St Louis St, Nashville, TN 37208, United States",37208,METRO,9205,21,1728431.401,673680.8016
194514,6/4/2019,Trash - Curbside/Alley Missed Pickup,Caller has 2 carts and only one was emptied. Please empty the second,"630 Vernon Ave, Nashville, TN 37209, United States",37209,,,20,1712249.801,665659.2011
194538,6/4/2019,Trash - Curbside/Alley Missed Pickup,Doesn't look like any trash bins were emptied today. Recycle bins were emptied.,"1800 Cloverleaf Dr, Nashville, TN 37216, United States",37216,RED RIVER,1203,7,1758594.6,679110.5989
194553,6/4/2019,Trash - Curbside/Alley Missed Pickup,Neighbor carts seem to still need to be emptied as well.,"1803 Rosebank Ave, Nashville, TN 37216, United States",37216,RED RIVER,1203,7,1759452.799,678764.9989
194575,6/4/2019,Trash Collection Complaint,"Our trash was picked up at the proper time last week, but the two weeks before it wasn't.  So...three times in four weeks is not a good record for doing the job.  I""m not quite sure why we are forgotten so much.","733 Due West Ave N, Madison, Tennessee, 37115",37115,RED RIVER,3212,8,1749127.398,699479.7985
194731,6/5/2019,Trash Collection Complaint,No one has been picking up her backdoor/trash {behind} the garage is where carts sits.,"1006 Grandview Dr, Nashville, TN 37204, United States",37204,RED RIVER,4305,25,1735198.601,646727.8008
194729,6/5/2019,Trash Collection Complaint,Caller upset that his request was closed and trash is still sitting out.,"105 Sandia Peak Ct, Nashville, TN 37013, United States",37013,RED RIVER,4502,28,1774393.874,638684.5447
194856,6/5/2019,Trash - Curbside/Alley Missed Pickup,This has happened several times in the past 3 months,3701 Sycamore Lane,37215,RED RIVER,3304,25,1723293.801,648668.0008
194858,6/5/2019,Trash Collection Complaint,"Wednesday 6/5 a trash truck left a trail of oil along the ENTIRE 2700 and 2800 blocks of Valley Brook Place, and the 3700 block of Sycamore Lane.   The trail is about one foot wide, except at 2816 and 2820 Valley Brook Place, where it is a few inches wide.  There is a larger area of oil at the south end of Sycamore (near 3705).","2808 Valley Brook Pl, Nashville, TN 37215, United States",37215,RED RIVER,3304,25,1723632.999,648773.6012
194902,6/5/2019,Trash - Curbside/Alley Missed Pickup,Trash was put out last night. All neighbor trash was picked up but ours was not. It is still sitting outside on the curb full of trash. If this could please get picked up today that would be excellent. Thank you!,"1976 Waterford Dr, Nashville, TN 37138, United States",37138,,,11,1775176.597,697619.7323
195010,6/5/2019,Trash Collection Complaint,CALLER HAS BACKDOOR SERVICE AND WOULD LIKE FOR THE SUPERVISOR TO SPEAK WITH THE COLLECTION CREW TO HAVE THEM PLACE THE CARTS BACK WHERE THEY ARE PICKED UP FROM. CALLER SAYS THERE IS A NEW CREW AND SHE NEEDS THEM TO KNOW THAT THE CART NEEDS TO BE LEFT SPECIFICALLY WHERE IT IS PICKED UP FROM.,"3306 Clifton Ave, Nashville, TN 37209, United States",37209,WASTE IND,3307,21,1724713.005,665588.0608
195016,6/5/2019,Trash Collection Complaint,Trash/is not picking up on Tuesday's on the day of pickup. Curb {why}? has a lot of overflow garbage.,"704 Enloe St, Nashville, TN 37207, United States",37207,RED RIVER,3202,2,1733683.001,682766.9818
195039,6/5/2019,Trash - Curbside/Alley Missed Pickup,2 carts are full. again,"204 23rd Ave N, Nashville, TN 37203, United States",37203,,,21,1730480.201,662754.4
195224,6/5/2019,Trash - Curbside/Alley Missed Pickup,No one's trash/pickup for {Wednesday} curb,"708 OLD HICKORY BLVD, 37115",37115,,,8,1753106.4,703876.7989
195233,6/5/2019,Trash Collection Complaint,"Alley pickup Tuesday, and  truck left it/all over the ground. Upset he was out of town, and neighbor sent him a pictures. {Wants carts to be set back up the way they were before truck came.","735 Joseph Ave, Nashville, TN 37207, United States",37207,METRO,9207,5,1740587.102,674619.2019
195251,6/5/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"1039 Brittany Park Dr, Nashville, TN 37013, United States",37013,RED RIVER,4405,31,1767709.504,625598.0477
195271,6/5/2019,Trash - Curbside/Alley Missed Pickup,"Trash collection was not done yesterday. Still here today at 4:40 pm
840 Youngs Ln, 37207 address not showing in TRACI","848 YOUNGS LN, 37207",37207,,,2,1731673,682170.4001
195306,6/5/2019,Trash - Curbside/Alley Missed Pickup,No one on this side of foundry trash was picked up on tuesday,"522 Foundry Dr, Nashville, TN 37209, United States",37209,RED RIVER,4203,20,1708429.302,664894.9057
195310,6/5/2019,Trash - Backdoor,PAID/Trash was not picked {Wednesday},"204 Vaughns Gap Rd, Nashville, TN 37205, United States",37205,RED RIVER,1303,23,1704650.6,643244.0012
195313,6/5/2019,Trash - Curbside/Alley Missed Pickup,It looks like we didn?t get trash pick up today on our street,"1105 Lipscomb Dr, Nashville, TN 37204, United States",37204,RED RIVER,3302,25,1733229.001,640990.4015
195341,6/6/2019,Trash - Curbside/Alley Missed Pickup,Mine and several neighbors did have our trash picked up.,"1125 Granny White Ct, Nashville, TN 37204, United States",37204,RED RIVER,3302,25,1732771.421,642735.1418
195408,6/6/2019,Trash - Curbside/Alley Missed Pickup,"Please empty trash receptacle, truck did not.","3018 Indiana Ave, Nashville, TN 37209, United States",37209,WASTE IND,3307,21,1724996.835,665084.9813
195485,6/6/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"1127 Glendale Ln, Nashville, TN 37204, United States",37204,RED RIVER,3302,25,1732618.384,642070.632
195501,6/6/2019,Trash Collection Complaint,Caller states that this morning when the hauler picked up his trash he had a big cart and now has a smaller one. He wants his cart back.  No serial number on Traci.,"601 Old Hickory Blvd, Nashville, TN 37209, United States",37209,RED RIVER,3407,22,1695911.401,646777.6002
195538,6/6/2019,Trash - Curbside/Alley Missed Pickup,"None of the trash was collected at Jefferson Square condos yesterday, our usual trash day.","114 Jefferson Sq, Nashville, Tennessee, 37215",37215,RED RIVER,3301,34,1724483.529,642775.3501
195563,6/6/2019,Trash - Curbside/Alley Missed Pickup,There is a non-bagged air conditioner filter and a non-bagged shoebox (it's been painted so it's not recyclable) in the large brown trash bin,"1514 Elmwood Ave, Nashville, TN 37212, United States",37212,METRO,9403,18,1734323.402,653840.801
195655,6/6/2019,Trash - Curbside/Alley Missed Pickup,Our entire street did not get their trash picked up yesterday June 5th.,"1124 Lipscomb Dr, Nashville, TN 37204, United States",37204,RED RIVER,3302,25,1732369.828,641194.6449
195725,6/6/2019,Trash - Curbside/Alley Missed Pickup,1 cart,"1013 Joseph Ave, Nashville, TN 37207, United States",37207,METRO,9207,5,1740817,676557.5993
195742,6/6/2019,Trash Collection Complaint,trash is spilled all over the street and all into people's yard after pickup today,"2126 Bransford Ave, Nashville, TN 37204, United States",37204,METRO,9406,17,1741816.531,655083.6609
195829,6/6/2019,Trash Collection Complaint,alley/trash compliant {Thursday},"103 Jay St, Nashville, TN 37210, United States",37210,WASTE IND,4406,16,1749540.058,650777.8813
